"ESTABLISHMENT NAME","ESTABLISHMENT ADDRESS","INSPECTION DATE","DEMERITS","LINK"
"HON MACHI SUSHI AND TEPANYAKI RESTAURANT","1321 N FM 1604 E San Antonio, TX 782580","1/23/12","19","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=91978&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"ICE CREAM AND MORE","309 MAVERICK ST San Antonio, TX 782124637","1/23/12","3","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=152504&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"IRISH PUB","9726 DATAPOINT San Antonio, TX 782290","1/23/12","10","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=163994&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"JC'S NOSTALGIA #","5516 EVERS RD San Antonio, TX 782381804","1/23/12","7","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=179236&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"KINGS BAR B Q","7708 MARBACH RD San Antonio, TX 782271651","1/23/12","6","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=128547&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"LAS PINCHANCHAS CAFE","450 FREDSBG RD San Antonio, TX 782010","1/23/12","21","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=152502&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"MCDONALDS #","3502 ROOSEVELT AV San Antonio, TX 782142845","1/23/12","8","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=118619&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"MEDIO CREEK ELEMENTARY","8911 EXCELLENCE DR San Antonio, TX 782520","1/23/12","0","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=256934&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"MISSION CAFE","21510 BLANCO RD San Antonio, TX 782580","1/23/12","0","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=91975&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"NICK'S MART","2819 NEW BRNFLS S San Antonio, TX 782105219","1/23/12","3","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=126372&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"NIX SPECIALTY HEALTH CENTER","4330 VANCE JACKSON San Antonio, TX 782305321","1/23/12","0","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=130758&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"OLIVE GARDEN #1862","22503 US 281 N San Antonio, TX 782590","1/23/12","0","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=256961&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"PIZZA HUT #","7711 TEZEL RD San Antonio, TX 782503039","1/23/12","0","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=166748&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"PIZZA HUT #","20323 HUEBNER RD San Antonio, TX 782580","1/23/12","0","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=91976&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"PIZZA N THINGS","7121 NEW HWY 90 W San Antonio, TX 782270","1/23/12","12","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=128549&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"PLANET K #","5619 EVERS RD SAN ANTONIO, TX 78229","1/23/12","0","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=179235&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"PRICE ELEMENTARY","245 PRICE AV San Antonio, TX 782112907","1/23/12","0","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=214919&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"QUICK & EASY STOP","3279 NACOGDOCHES RD San Antonio, TX 782173320","1/23/12","26","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=99853&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"R & S DAIRY QUEEN #","1255 GEN MCMULLEN S San Antonio, TX 782370","1/23/12","3","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=256963&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"RED LOBSTER #386 #","1381 LOOP 410 SW San Antonio, TX 782450","1/23/12","7","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=256959&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"REGENT CARE CENTER AT MEDICAL DR","3935 MEDICAL DR San Antonio, TX 782290","1/23/12","0","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=256950&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"ROADRUNNER CAFE","1 UTSA CIR San Antonio, TX 782490","1/23/12","4","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=250089&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"SELRICO SERVICES","2362 LOOP 410 NW San Antonio, TX 782135311","1/23/12","0","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=130757&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"SHAHI","20323 HUEBNER RD San Antonio, TX 782580","1/23/12","0","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=91977&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"SHISHA CAFE","5500 BABCOCK RD San Antonio, TX 782401834","1/23/12","9","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=179234&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"SONIC RESTAURANTS OF SAN ANTONIO #4575","4318 VANCE JACKSON San Antonio, TX 782305321","1/23/12","0","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=130759&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"STARBUCKS COFFEE #14716","801 SAN PEDRO AV San Antonio, TX 782124641","1/23/12","0","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=152505&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"TACO CABANA #264 #","11707 W FM 1604 N San Antonio, TX 780230","1/23/12","8","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=166745&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"TAQUERIA DATA POINT","4063 MEDICAL DR San Antonio, TX 782292154","1/23/12","6","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=256942&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"TAQUERIA JALISCO #7","7504 MARBACH RD SAN ANTONIO, TX 78227","1/23/12","25","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=128545&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"TOKYO GARDENS CATERING","9255 GRISSOM RD San Antonio, TX 782502805","1/23/12","0","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=86532&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"VALLEY HI ELEMENTARY","8503 RAY ELLISON BV San Antonio, TX 782274519","1/23/12","0","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=256932&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"VALLEY HI ELEMENTARY","8503 RAY ELLISON BV San Antonio, TX 782274519","1/23/12","0","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=256931&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"WHATABURGER #329","8756 GRISSOM RD San Antonio, TX 782514819","1/23/12","3","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=86531&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"AGUAPURA EXPRESS","7623 TEZEL RD San Antonio, TX 782503574","1/24/12","7","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=166755&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"ALAMO PIZZA","3938 ZARZAMORA ST S San Antonio, TX 782252120","1/24/12","10","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=214926&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"BILL MILLER BBQ #8","2823 COMMERCE ST W San Antonio, TX 782073717","1/24/12","3","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=152508&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"BLOCKBUSTER VIDEO #48954 #","11848 BANDERA RD San Antonio, TX 780230","1/24/12","0","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=166754&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"BUFFALO WINGS AND RINGS","203 N FM 1604 W San Antonio, TX 782580","1/24/12","0","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=91987&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"CASA RIO RESTAURANT","430 COMMERCE ST E San Antonio, TX 782052629","1/24/12","9","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=84432&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"CETERO RESEARCH","5109 MEDICAL DR San Antonio, TX 782290","1/24/12","0","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=179237&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"CHRISTIAN ACADEMY OF SA","325 CASTROVILLE RD SAN ANTONIO, TX 78207","1/24/12","0","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=256981&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"CHRISTIAN ACADEMY OF SAN ANTONIO","325 CASTROVILLE RD San Antonio, TX 782075146","1/24/12","0","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=256982&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"CHUCK E CHEESE #","6874 INGRAM RD San Antonio, TX 782384112","1/24/12","0","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=86538&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"COLUMBIA HOSPITALITY GROUP","5005 WEST AV San Antonio, TX 782132711","1/24/12","11","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=130763&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"DANNY BOY'S HAMBURGERS","1537 SUMMIT AV W San Antonio, TX 782015151","1/24/12","3","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=130765&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"EL PARAISO ICE CREAM","1934 FREDSBG RD San Antonio, TX 782010","1/24/12","4","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=130764&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"EL TIPICO RESTAURANT #3 #","1326 GOLIAD RD San Antonio, TX 782232775","1/24/12","3","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=118628&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"EMBASSY SUITES-RIVERWALK-KITCHEN 1","125 HOUSTON ST E San Antonio, TX 782052247","1/24/12","4","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=131997&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"GAS MART","7103 HARLOW DR San Antonio, TX 782182508","1/24/12","6","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=258807&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"GENERAL NUTRITION CENTER #686","6301 LOOP 410 NW San Antonio, TX 782383801","1/24/12","0","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=86537&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"GNC","724 BITTERS RD San Antonio, TX 782160","1/24/12","3","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=102210&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"GOLDEN GATE EXPRESS","1840 GEN MCMULLEN S San Antonio, TX 782260","1/24/12","7","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=256983&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"IHOP","14424 US 281 N San Antonio, TX 782320","1/24/12","6","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=102209&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"JOHN H WOOD JR MIDDLE SCHOO","14800 JUDSON RD San Antonio, TX 782334436","1/24/12","0","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=257006&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"JOHN H WOOD JR MIDDLE SCHOO","14800 JUDSON RD San Antonio, TX 782334436","1/24/12","0","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=257003&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"JUSTICE JUST FOR GIRLS #511 #","11645 BANDERA RD San Antonio, TX 782540","1/24/12","0","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=166753&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"KIDDIE KOOP DAY CARE","28190 US 281 N Bexar County, TX 782610","1/24/12","4","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=256974&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"LA JOYA MEXICAN RESTAURANT","510 GEN MCMULLEN S SAN ANTONIO, TX 78237","1/24/12","25","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=256999&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"LAS DELICIAS","1603 COMMERCE ST W San Antonio, TX 782073546","1/24/12","8","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=152507&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"LOS TRES GARCIA RESTAURANT BAR & GRILL","20711 WILDERNESS OAK San Antonio, TX 782600","1/24/12","27","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=91982&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"LUKES SAN ANTONIO RESTAURANT LLC","125 HOUSTON ST E San Antonio, TX 782052247","1/24/12","12","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=131998&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"MARKET DEPOT","3339 GEN HUDNELL DR San Antonio, TX 782410","1/24/12","4","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=257004&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"RUDY BARBEQUE PRODUCTION","24059 OLD FREDSBG RD San Antonio, TX 782570","1/24/12","0","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=250098&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"RUDYS COUNTRY STORE","24152 OLD FREDSBG RD San Antonio, TX 782570","1/24/12","0","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=250097&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"SCHENCK ELEMENTARY SCHOOL","101 KATE SCHENCK San Antonio, TX 782233305","1/24/12","0","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=118624&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"SCHOOL OF SCIENCE & TECHNOLOGY","12200 CROWNPOINT DR San Antonio, TX 782335333","1/24/12","0","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=96387&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"SKY TOP FOOD MART","3945 EISENHAUER RD San Antonio, TX 782183461","1/24/12","15","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=258808&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"SMOKIN' MOE'S","500 GEN MCMULLEN S San Antonio, TX 782370","1/24/12","14","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=257001&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"SPEEDY STOP #433","2706 CULEBRA RD San Antonio, TX 782286201","1/24/12","3","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=256989&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"TACO EXPRESSO","5368 MILITARY DR W San Antonio, TX 782421212","1/24/12","22","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=128550&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"TAQUERIA VALLARTA #7","6881 MILITARY DR W San Antonio, TX 782273609","1/24/12","15","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=128551&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"TEXAS COMMISSION FOR THE BLIND","4615 LOOP 410 NW San Antonio, TX 782295126","1/24/12","13","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=179238&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"THE PANTRY","10101 REUNION PLACE San Antonio, TX 782164160","1/24/12","0","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=102208&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"TIGER POP","3830 N 1604 E SAN ANTONIO, TX 78247","1/24/12","0","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=256997&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"WENDYS # 2 #","9700 SAN PEDRO AV San Antonio, TX 782164432","1/24/12","3","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=256980&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"WHATABURGER #790 #","5760 W FM 1604 N San Antonio, TX 782510","1/24/12","3","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=166751&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"WILLOW SPRINGS GOLF COURSE #","202 AT&T CENTER PY San Antonio, TX 782193608","1/24/12","11","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=104272&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
